-7.518981e+01 -7.518958e+01 -7.518958e+01 -7.518983e+01 -7.518981e+01 3.995143e+01 3.995141e+01 3.995132e+01 3.995133e+01 3.995143e+01
-7.518955e+01 -7.518955e+01 -7.518948e+01 -7.518944e+01 -7.518955e+01 3.995140e+01 3.995120e+01 3.995120e+01 3.995145e+01 3.995140e+01
-7.518958e+01 -7.518958e+01 -7.518986e+01 -7.518983e+01 -7.518958e+01 3.995131e+01 3.995115e+01 3.995116e+01 3.995129e+01 3.995131e+01
-7.518993e+01 -7.518989e+01 -7.519000e+01 -7.519002e+01 -7.518993e+01 3.995117e+01 3.995144e+01 3.995145e+01 3.995115e+01 3.995117e+01
-7.518988e+01 -7.518941e+01 -7.518941e+01 -7.518992e+01 -7.518988e+01 3.995112e+01 3.995112e+01 3.995108e+01 3.995107e+01 3.995112e+01
-7.518988e+01 -7.518991e+01 -7.518995e+01 -7.518990e+01 -7.518988e+01 3.995116e+01 3.995113e+01 3.995114e+01 3.995117e+01 3.995116e+01
-7.518997e+01 -7.519020e+01 -7.519019e+01 -7.519001e+01 -7.518997e+01 3.995109e+01 3.995108e+01 3.995114e+01 3.995113e+01 3.995109e+01
-7.518965e+01 -7.519006e+01 -7.519005e+01 -7.518967e+01 -7.518965e+01 3.995145e+01 3.995146e+01 3.995159e+01 3.995157e+01 3.995145e+01
-7.519006e+01 -7.519007e+01 -7.519023e+01 -7.519023e+01 -7.519006e+01 3.995142e+01 3.995130e+01 3.995130e+01 3.995141e+01 3.995142e+01
-7.519012e+01 -7.518995e+01 -7.518996e+01 -7.519015e+01 -7.519012e+01 3.995125e+01 3.995126e+01 3.995120e+01 3.995120e+01 3.995125e+01
-7.519016e+01 -7.519022e+01 -7.519030e+01 -7.519030e+01 -7.519016e+01 3.995127e+01 3.995119e+01 3.995120e+01 3.995127e+01 3.995127e+01
