-7.539484e+01 -7.539458e+01 -7.539455e+01 -7.539481e+01 -7.539484e+01 4.321681e+01 4.321699e+01 4.321697e+01 4.321678e+01 4.321681e+01
-7.539457e+01 -7.539448e+01 -7.539437e+01 -7.539443e+01 -7.539457e+01 4.321688e+01 4.321683e+01 4.321693e+01 4.321698e+01 4.321688e+01
-7.539456e+01 -7.539450e+01 -7.539455e+01 -7.539462e+01 -7.539456e+01 4.321679e+01 4.321674e+01 4.321669e+01 4.321674e+01 4.321679e+01
-7.539453e+01 -7.539438e+01 -7.539436e+01 -7.539450e+01 -7.539453e+01 4.321676e+01 4.321686e+01 4.321685e+01 4.321674e+01 4.321676e+01
-7.539438e+01 -7.539418e+01 -7.539417e+01 -7.539437e+01 -7.539438e+01 4.321692e+01 4.321678e+01 4.321679e+01 4.321694e+01 4.321692e+01
-7.539483e+01 -7.539493e+01 -7.539495e+01 -7.539484e+01 -7.539483e+01 4.321682e+01 4.321691e+01 4.321689e+01 4.321679e+01 4.321682e+01
-7.539468e+01 -7.539487e+01 -7.539483e+01 -7.539459e+01 -7.539468e+01 4.321680e+01 4.321666e+01 4.321665e+01 4.321681e+01 4.321680e+01
-7.539433e+01 -7.539418e+01 -7.539416e+01 -7.539429e+01 -7.539433e+01 4.321666e+01 4.321657e+01 4.321660e+01 4.321670e+01 4.321666e+01
-7.539432e+01 -7.539450e+01 -7.539445e+01 -7.539428e+01 -7.539432e+01 4.321678e+01 4.321665e+01 4.321663e+01 4.321676e+01 4.321678e+01
-7.539447e+01 -7.539453e+01 -7.539455e+01 -7.539449e+01 -7.539447e+01 4.321666e+01 4.321671e+01 4.321669e+01 4.321665e+01 4.321666e+01
-7.539455e+01 -7.539465e+01 -7.539471e+01 -7.539459e+01 -7.539455e+01 4.321663e+01 4.321671e+01 4.321667e+01 4.321658e+01 4.321663e+01
-7.539451e+01 -7.539439e+01 -7.539436e+01 -7.539448e+01 -7.539451e+01 4.321653e+01 4.321662e+01 4.321660e+01 4.321652e+01 4.321653e+01
-7.539420e+01 -7.539400e+01 -7.539396e+01 -7.539418e+01 -7.539420e+01 4.321662e+01 4.321679e+01 4.321676e+01 4.321660e+01 4.321662e+01
-7.539402e+01 -7.539429e+01 -7.539427e+01 -7.539400e+01 -7.539402e+01 4.321677e+01 4.321694e+01 4.321696e+01 4.321678e+01 4.321677e+01
-7.539506e+01 -7.539455e+01 -7.539506e+01 -7.539506e+01 -7.539506e+01 4.321676e+01 4.321640e+01 4.321640e+01 4.321640e+01 4.321676e+01
-7.539400e+01 -7.539374e+01 -7.539374e+01 -7.539374e+01 -7.539400e+01 4.321640e+01 4.321661e+01 4.321640e+01 4.321640e+01 4.321640e+01
-7.539374e+01 -7.539418e+01 -7.539374e+01 -7.539374e+01 -7.539374e+01 4.321678e+01 4.321710e+01 4.321710e+01 4.321710e+01 4.321678e+01
-7.539393e+01 -7.539397e+01 -7.539395e+01 -7.539391e+01 -7.539393e+01 4.321692e+01 4.321688e+01 4.321687e+01 4.321689e+01 4.321692e+01
-7.539406e+01 -7.539416e+01 -7.539414e+01 -7.539404e+01 -7.539406e+01 4.321697e+01 4.321689e+01 4.321688e+01 4.321695e+01 4.321697e+01
-7.539398e+01 -7.539392e+01 -7.539383e+01 -7.539391e+01 -7.539398e+01 4.321677e+01 4.321682e+01 4.321676e+01 4.321670e+01 4.321677e+01
-7.539374e+01 -7.539383e+01 -7.539384e+01 -7.539378e+01 -7.539374e+01 4.321660e+01 4.321667e+01 4.321665e+01 4.321659e+01 4.321660e+01
-7.539407e+01 -7.539389e+01 -7.539391e+01 -7.539408e+01 -7.539407e+01 4.321667e+01 4.321657e+01 4.321654e+01 4.321667e+01 4.321667e+01
-7.539461e+01 -7.539469e+01 -7.539466e+01 -7.539458e+01 -7.539461e+01 4.321655e+01 4.321650e+01 4.321648e+01 4.321652e+01 4.321655e+01
-7.539392e+01 -7.539407e+01 -7.539410e+01 -7.539397e+01 -7.539392e+01 4.321647e+01 4.321657e+01 4.321654e+01 4.321643e+01 4.321647e+01
