-7.518569e+01 -7.518532e+01 -7.518571e+01 -7.518571e+01 -7.518569e+01 3.995016e+01 3.995001e+01 3.995001e+01 3.995015e+01 3.995016e+01
-7.518569e+01 -7.518542e+01 -7.518570e+01 -7.518571e+01 -7.518569e+01 3.995017e+01 3.995056e+01 3.995056e+01 3.995015e+01 3.995017e+01
-7.518553e+01 -7.518553e+01 -7.518549e+01 -7.518548e+01 -7.518553e+01 3.995025e+01 3.995020e+01 3.995020e+01 3.995025e+01 3.995025e+01
-7.518554e+01 -7.518546e+01 -7.518546e+01 -7.518554e+01 -7.518554e+01 3.995017e+01 3.995017e+01 3.995015e+01 3.995014e+01 3.995017e+01
-7.518546e+01 -7.518547e+01 -7.518543e+01 -7.518540e+01 -7.518546e+01 3.995020e+01 3.995014e+01 3.995013e+01 3.995020e+01 3.995020e+01
-7.518545e+01 -7.518538e+01 -7.518538e+01 -7.518545e+01 -7.518545e+01 3.995023e+01 3.995023e+01 3.995027e+01 3.995027e+01 3.995023e+01
-7.518539e+01 -7.518534e+01 -7.518528e+01 -7.518532e+01 -7.518539e+01 3.995013e+01 3.995026e+01 3.995026e+01 3.995014e+01 3.995013e+01
-7.518533e+01 -7.518551e+01 -7.518551e+01 -7.518538e+01 -7.518533e+01 3.995010e+01 3.995012e+01 3.995009e+01 3.995003e+01 3.995010e+01
-7.518559e+01 -7.518549e+01 -7.518548e+01 -7.518553e+01 -7.518559e+01 3.995026e+01 3.995026e+01 3.995037e+01 3.995037e+01 3.995026e+01
-7.518526e+01 -7.518516e+01 -7.518519e+01 -7.518530e+01 -7.518526e+01 3.995018e+01 3.995018e+01 3.995006e+01 3.995006e+01 3.995018e+01
-7.518519e+01 -7.518537e+01 -7.518537e+01 -7.518515e+01 -7.518519e+01 3.995004e+01 3.995005e+01 3.995003e+01 3.995001e+01 3.995004e+01
-7.518524e+01 -7.518513e+01 -7.518513e+01 -7.518525e+01 -7.518524e+01 3.995020e+01 3.995021e+01 3.995025e+01 3.995024e+01 3.995020e+01
-7.518516e+01 -7.518529e+01 -7.518528e+01 -7.518519e+01 -7.518516e+01 3.995026e+01 3.995026e+01 3.995034e+01 3.995034e+01 3.995026e+01
-7.518530e+01 -7.518532e+01 -7.518546e+01 -7.518544e+01 -7.518530e+01 3.995038e+01 3.995028e+01 3.995030e+01 3.995038e+01 3.995038e+01
-7.518548e+01 -7.518517e+01 -7.518517e+01 -7.518543e+01 -7.518548e+01 3.995040e+01 3.995039e+01 3.995044e+01 3.995045e+01 3.995040e+01
-7.518507e+01 -7.518490e+01 -7.518482e+01 -7.518494e+01 -7.518507e+01 3.995002e+01 3.995026e+01 3.995024e+01 3.995002e+01 3.995002e+01
-7.518503e+01 -7.518511e+01 -7.518515e+01 -7.518508e+01 -7.518503e+01 3.995014e+01 3.995013e+01 3.995008e+01 3.995006e+01 3.995014e+01
-7.518517e+01 -7.518506e+01 -7.518508e+01 -7.518516e+01 -7.518517e+01 3.995003e+01 3.995004e+01 3.995001e+01 3.995001e+01 3.995003e+01
-7.518509e+01 -7.518512e+01 -7.518503e+01 -7.518502e+01 -7.518509e+01 3.995021e+01 3.995030e+01 3.995031e+01 3.995024e+01 3.995021e+01
-7.518512e+01 -7.518516e+01 -7.518519e+01 -7.518502e+01 -7.518512e+01 3.995030e+01 3.995029e+01 3.995034e+01 3.995036e+01 3.995030e+01
-7.518516e+01 -7.518504e+01 -7.518505e+01 -7.518515e+01 -7.518516e+01 3.995036e+01 3.995038e+01 3.995045e+01 3.995045e+01 3.995036e+01
-7.518502e+01 -7.518499e+01 -7.518491e+01 -7.518492e+01 -7.518502e+01 3.995045e+01 3.995025e+01 3.995026e+01 3.995045e+01 3.995045e+01
