-75.19121710	 39.95223069
-75.19122609	 39.95223069
-75.19123507	 39.95223069
-75.19124405	 39.95223069
-75.19125304	 39.95223069
-75.19126202	 39.95222381
-75.19127100	 39.95222381
-75.19127998	 39.95221692
-75.19128897	 39.95221692
-75.19129795	 39.95221003
-75.19130693	 39.95221003
-75.19131592	 39.95220315
-75.19132490	 39.95220315
-75.19133388	 39.95219626
-75.19134287	 39.95219626
-75.19135185	 39.95219626
-75.19136083	 39.95218937
-75.19136982	 39.95218937
-75.19137880	 39.95218937
-75.19138778	 39.95218937
-75.19139677	 39.95218937
-75.19140575	 39.95218937
-75.19141473	 39.95218937
-75.19142372	 39.95218937
-75.19143270	 39.95218937
-75.19144168	 39.95218937
-75.19145066	 39.95218937
-75.19145965	 39.95218937
-75.19146863	 39.95218937
-75.19147761	 39.95218937
-75.19148660	 39.95218937
-75.19149558	 39.95218249
-75.19150456	 39.95217560
-75.19151355	 39.95216871
-75.19152253	 39.95216871
-75.19153151	 39.95216183
-75.19154050	 39.95215494
-75.19154948	 39.95214806
-75.19155846	 39.95214117
-75.19156745	 39.95213428
-75.19157643	 39.95213428
-75.19158541	 39.95212740
-75.19159440	 39.95212051
-75.19160338	 39.95211362
-75.19161236	 39.95210674
-75.19162134	 39.95209985
-75.19163033	 39.95209297
-75.19163931	 39.95209297
