-7.518595e+01 -7.518531e+01 -7.518580e+01 -7.518654e+01 -7.518595e+01 3.995010e+01 3.995098e+01 3.995112e+01 3.994990e+01 3.995010e+01
-7.518593e+01 -7.518511e+01 -7.518541e+01 -7.518655e+01 -7.518593e+01 3.995013e+01 3.994977e+01 3.994964e+01 3.994989e+01 3.995013e+01
-7.518571e+01 -7.518563e+01 -7.518556e+01 -7.518572e+01 -7.518571e+01 3.995012e+01 3.995018e+01 3.995013e+01 3.995005e+01 3.995012e+01
-7.518559e+01 -7.518554e+01 -7.518542e+01 -7.518549e+01 -7.518559e+01 3.995023e+01 3.995017e+01 3.995026e+01 3.995029e+01 3.995023e+01
-7.518561e+01 -7.518570e+01 -7.518554e+01 -7.518546e+01 -7.518561e+01 3.995027e+01 3.995032e+01 3.995042e+01 3.995041e+01 3.995027e+01
-7.518559e+01 -7.518544e+01 -7.518540e+01 -7.518561e+01 -7.518559e+01 3.995003e+01 3.995015e+01 3.995010e+01 3.994996e+01 3.995003e+01
-7.518543e+01 -7.518537e+01 -7.518533e+01 -7.518536e+01 -7.518543e+01 3.995019e+01 3.995016e+01 3.995017e+01 3.995021e+01 3.995019e+01
-7.518527e+01 -7.518541e+01 -7.518534e+01 -7.518526e+01 -7.518527e+01 3.995020e+01 3.995030e+01 3.995035e+01 3.995030e+01 3.995020e+01
-7.518536e+01 -7.518545e+01 -7.518548e+01 -7.518540e+01 -7.518536e+01 3.995037e+01 3.995032e+01 3.995034e+01 3.995041e+01 3.995037e+01
-7.518544e+01 -7.518532e+01 -7.518538e+01 -7.518549e+01 -7.518544e+01 3.995003e+01 3.994996e+01 3.994991e+01 3.994996e+01 3.995003e+01
-7.518538e+01 -7.518530e+01 -7.518523e+01 -7.518529e+01 -7.518538e+01 3.995006e+01 3.995011e+01 3.995009e+01 3.995002e+01 3.995006e+01
-7.518527e+01 -7.518519e+01 -7.518515e+01 -7.518519e+01 -7.518527e+01 3.995013e+01 3.995019e+01 3.995016e+01 3.995009e+01 3.995013e+01
-7.518514e+01 -7.518506e+01 -7.518488e+01 -7.518500e+01 -7.518514e+01 3.995019e+01 3.995029e+01 3.995025e+01 3.995012e+01 3.995019e+01
-7.518530e+01 -7.518510e+01 -7.518500e+01 -7.518514e+01 -7.518530e+01 3.994989e+01 3.995009e+01 3.995008e+01 3.994987e+01 3.994989e+01
-7.518496e+01 -7.518520e+01 -7.518522e+01 -7.518493e+01 -7.518496e+01 3.995030e+01 3.995034e+01 3.995045e+01 3.995040e+01 3.995030e+01
-7.518527e+01 -7.518539e+01 -7.518532e+01 -7.518525e+01 -7.518527e+01 3.995034e+01 3.995046e+01 3.995048e+01 3.995040e+01 3.995034e+01
